Country,GDP per capita,Life expectancy
Cyprus2009,38618.0093651325,79.245
Cyprus2010,38379.0903965443,79.43
Cyprus2011,37562.4491443722,79.621
Cyprus2012,35719.3218041179,79.812
Cyprus2013,33456.2890881726,79.999
Cyprus2014,33207.7707129666,80.178
Cyprus2015,34472.2985065115,80.35
Cyprus2016,36523.7332079973,80.513
Cyprus2017,38050.8577356233,80.672
Cyprus2018,39559.4879646749,80.828
Cyprus2019,40226.8094909879,80.982
Czechia1990,23585.1814938054,71.89
Czechia1991,20895.8797607116,72.122
Czechia1992,20768.7881664466,72.386
Czechia1993,20760.0542509881,72.681
Czechia1994,21356.3127969696,73.001
Czechia1995,22758.5968118404,73.336
Czechia1996,23756.9783859253,73.676
Czechia1997,23659.3207939067,74.007
Czechia1998,23597.3061804104,74.323
Czechia1999,23948.3850340351,74.619
Czechia2000,24976.5063182959,74.899
Czechia2001,25833.4146699938,75.167
Czechia2002,26289.6261389536,75.434
Czechia2003,27239.5594440384,75.707
Czechia2004,28542.2548172745,75.987
Czechia2005,30384.4466487841,76.272
Czechia2006,32352.8129664551,76.557
Czechia2007,33956.2459846788,76.837
Czechia2008,34580.4433462984,77.107
Czechia2009,32782.6123492193,77.365
Czechia2010,33483.137594809,77.61
Czechia2011,34002.1897752206,77.843
Czechia2012,33688.0998344582,78.067
Czechia2013,33661.4684161727,78.283
Czechia2014,34386.7049143977,78.492
Czechia2015,36168.4185553861,78.692
Czechia2016,37014.9592935816,78.881
Czechia2017,38824.8879170919,79.058
Czechia2018,39932.992193117,79.222
Czechia2019,40696.3104860197,79.376
Democratic Republic of Congo1990,1819.72331487329,49.043
Democratic Republic of Congo1991,1606.32669405146,49.225
Democratic Republic of Congo1992,1382.76198667297,49.311
Democratic Republic of Congo1993,1150.83622958163,49.302
Democratic Republic of Congo1994,1066.4681718975,49.22
Democratic Republic of Congo1995,1039.7528652868,49.111
Democratic Republic of Congo1996,1000.68917422966,49.04
Democratic Republic of Congo1997,921.422432997428,49.066
Democratic Republic of Congo1998,885.785894811161,49.233
Democratic Republic of Congo1999,828.209255687388,49.557
Democratic Republic of Congo2000,751.557756784938,50.041
Democratic Republic of Congo2001,715.677928228603,50.667
Democratic Republic of Congo2002,715.454398860416,51.385
Democratic Republic of Congo2003,732.536628665159,52.144
Democratic Republic of Congo2004,757.686099243824,52.917
Democratic Republic of Congo2005,778.96804364136,53.675
Democratic Republic of Congo2006,794.429458022618,54.401
Democratic Republic of Congo2007,817.069598483967,55.091
Democratic Republic of Congo2008,839.815586400063,55.743
Democratic Republic of Congo2009,835.611722909563,56.35
Democratic Republic of Congo2010,865.684040221023,56.909
Democratic Republic of Congo2011,894.826544520519,57.427
Democratic Republic of Congo2012,926.787816171911,57.914
Democratic Republic of Congo2013,972.455934329137,58.381
Democratic Republic of Congo2014,1029.79081257806,58.828
Democratic Republic of Congo2015,1065.24257721582,59.254
Democratic Republic of Congo2016,1055.57291467758,59.655
Democratic Republic of Congo2017,1059.81076228861,60.026
Democratic Republic of Congo2018,1085.89368770943,60.368
Democratic Republic of Congo2019,1097.9488401154,60.681
Denmark1990,39027.9787365148,74.941
Denmark1991,39469.3228084159,75.045
Denmark1992,40108.8919453015,75.166
Denmark1993,39979.7573849561,75.303
Denmark1994,41969.6887111547,75.457
Denmark1995,43015.6775097607,75.629
Denmark1996,44013.3855851544,75.82
Denmark1997,45260.1371186812,76.026
Denmark1998,46096.3697234041,76.245
Denmark1999,47298.5373518437,76.475
Denmark2000,48907.0114021027,76.712
Denmark2001,49133.2231026505,76.953
Denmark2002,49204.8990055345,77.195
Denmark2003,49262.6449732556,77.439
Denmark2004,50446.5416048985,77.684
Denmark2005,51483.273786293,77.936
Denmark2006,53322.2889991783,78.204
Denmark2007,53569.0280238008,78.49
Denmark2008,52982.5317373493,78.793
Denmark2009,50114.0500523227,79.107
Denmark2010,50825.4122929358,79.416
Denmark2011,51293.2061782002,79.704
Denmark2012,51216.309409926,79.958
Denmark2013,51479.2664533017,80.171
Denmark2014,52048.3354927846,80.342
Denmark2015,52892.6460290247,80.475
Denmark2016,54185.0084787703,80.583
Denmark2017,55356.680780178,80.681
Denmark2018,56281.2888680368,80.784
Denmark2019,57678.0988930692,80.898
Djibouti2013,4028.4323695284,62.239
Djibouti2014,4238.9443547647,63.171
Djibouti2015,4488.80265798112,64.136
Djibouti2016,4709.52388928192,65.064
Djibouti2017,4885.20503911992,65.893
Djibouti2018,5214.07218666426,66.582
Djibouti2019,5534.76617152744,67.112
Dominica1990,7775.43736138375,74.104
Dominica1991,7885.27071099582,73.965
Dominica1992,8026.02272550234,73.828
Dominica1993,8168.00542181953,73.735
Dominica1994,8144.82944774755,73.706
Dominica1995,8384.48892388444,73.749
Dominica1996,8665.72243636975,73.857
Dominica1997,8897.89820784669,73.998
Dominica1998,9287.53573017317,74.147
Dominica1999,9367.80522395337,74.291
Dominica2000,9611.53337036947,74.425
Dominica2001,9602.50168623798,74.547
Dominica2002,9308.36387285423,74.655
Dominica2003,9862.73760555821,74.749
Dominica2004,10122.4662518697,74.82
Dominica2005,10160.994408622,74.853
Dominica2006,10613.6892365175,74.83
Dominica2007,11275.3781165915,74.746
Dominica2008,12072.8474449511,74.612
Dominica2009,11928.4447252248,74.441
Dominica2010,12003.7660822063,74.262
Dominica2011,11971.0201324486,74.111
Dominica2012,11837.2360018054,74.017
Dominica2013,11708.1449960953,73.998
Dominica2014,12216.5318416184,74.059
Dominica2015,11873.7418376836,74.194
Dominica2016,12154.7514389872,74.384
Dominica2017,11304.0433278877,74.597
Dominica2018,11537.0190725758,74.806
Dominica2019,11905.8705154398,75
Dominican Republic1990,6203.20780954313,66.574
Dominican Republic1991,6143.84815763902,66.932
Dominican Republic1992,6706.02613228054,67.272
Dominican Republic1993,7068.10788837499,67.591
Dominican Republic1994,7122.37624525664,67.887
Dominican Republic1995,7396.8419915022,68.164
Dominican Republic1996,7707.39519571147,68.425
Dominican Republic1997,8255.56481133644,68.677
Dominican Republic1998,8670.43784649283,68.925
Dominican Republic1999,9043.59778325591,69.175
Dominican Republic2000,9322.13919573249,69.429
Dominican Republic2001,9410.032483728,69.69
Dominican Republic2002,9690.5988753623,69.957
Dominican Republic2003,9424.79525292111,70.227
Dominican Republic2004,9533.31894357299,70.499
Dominican Republic2005,10291.303222851,70.771
Dominican Republic2006,11087.4819622245,71.041
Dominican Republic2007,11756.4666220014,71.304
Dominican Republic2008,11980.8394631662,71.559
Dominican Republic2009,11944.3481294287,71.806
Dominican Republic2010,12782.4571724153,72.046
Dominican Republic2011,13024.3285156301,72.284
Dominican Republic2012,13219.6941289337,72.523
Dominican Republic2013,13702.3212058786,72.763
Dominican Republic2014,14499.6304101602,73.003
Dominican Republic2015,15328.3595089817,73.241
Dominican Republic2016,16166.6115259959,73.471
Dominican Republic2017,16735.3644228294,73.689
Dominican Republic2018,17711.7955337583,73.892
Dominican Republic2019,18412.8999875519,74.081
Ecuador1990,8293.7406745374,68.899
Ecuador1991,8450.1514229952,69.347
Ecuador1992,8432.6186597681,69.777
Ecuador1993,8406.55767208239,70.189
Ecuador1994,8571.7392109198,70.587
Ecuador1995,8575.67491503774,70.972
Ecuador1996,8539.3379887525,71.348
Ecuador1997,8723.8290277137,71.716
Ecuador1998,8826.38699871056,72.075
Ecuador1999,8243.41104756172,72.425
Ecuador2000,8176.34444775576,72.761
Ecuador2001,8350.88532837319,73.078
Ecuador2002,8541.67230726848,73.371
Ecuador2003,8625.79251111208,73.641
Ecuador2004,9178.41807603603,73.887
Ecuador2005,9503.69468951352,74.112
Ecuador2006,9757.37510261875,74.319
Ecuador2007,9805.65121285274,74.514
Ecuador2008,10257.3996333732,74.705
Ecuador2009,10148.8659478336,74.895
Ecuador2010,10340.9702972165,75.089
Ecuador2011,10984.2837669942,75.289
Ecuador2012,11431.3756193625,75.495
Ecuador2013,11818.5868341087,75.707
Ecuador2014,12078.4743866036,75.923
Ecuador2015,11896.3751614302,76.143
Ecuador2016,11551.6159731776,76.365
Ecuador2017,11617.9122190573,76.584
Ecuador2018,11561.747853143,76.8
Ecuador2019,11370.603299072,77.01
Egypt1990,6086.68675366987,64.572
Egypt1991,6016.9069690654,64.978
Egypt1992,6152.92900367738,65.392
Egypt1993,6203.06819620047,65.831
Egypt1994,6321.25070751336,66.298
Egypt1995,6483.31562051125,66.779
Egypt1996,6671.08939267294,67.249
Egypt1997,6897.52124163154,67.68
Egypt1998,7138.21220132707,68.051
Egypt1999,7422.83529863806,68.357
Egypt2000,7744.71523809311,68.602
Egypt2001,7867.50743983462,68.796
Egypt2002,7905.41251956336,68.961
Egypt2003,8007.6450292324,69.116
Egypt2004,8184.06580830494,69.271
Egypt2005,8397.03244402289,69.434
Egypt2006,8814.14605018027,69.608
Egypt2007,9274.97705396552,69.788
Egypt2008,9763.50444936789,69.971
Egypt2009,10031.0329555174,70.159
Egypt2010,10340.0732290684,70.349
Egypt2011,10302.4428451733,70.543
Egypt2012,10301.1078078999,70.736
Egypt2013,10290.191622314,70.928
Egypt2014,10353.6668042394,71.117
Egypt2015,10570.4452319757,71.302
Egypt2016,10795.8087418385,71.482
Egypt2017,11014.4864791744,71.656
Egypt2018,11366.3355206681,71.825
Egypt2019,11763.2532849551,71.99
El Salvador1990,5264.67623108415,64
El Salvador1991,5271.21773004281,64.858
El Salvador1992,5563.93986422437,65.617
El Salvador1993,5808.2027034374,66.273
El Salvador1994,6002.49490388378,66.824
El Salvador1995,6212.22753623654,67.277
El Salvador1996,6195.50455428982,67.651
El Salvador1997,6327.07563533724,67.978
El Salvador1998,6437.34068701416,68.284
El Salvador1999,6523.45884564135,68.581
El Salvador2000,6548.6313703709,68.875
El Salvador2001,6562.53621306769,69.162
El Salvador2002,6626.99299578067,69.432
El Salvador2003,6694.66220386984,69.68
El Salvador2004,6720.96649844551,69.908
El Salvador2005,6870.62983910769,70.124
El Salvador2006,7136.85528246641,70.333
El Salvador2007,7238.19214441388,70.542
El Salvador2008,7392.84652175994,70.756
El Salvador2009,7208.16330903933,70.978
El Salvador2010,7328.71990965521,71.21
El Salvador2011,7575.63973950405,71.449
El Salvador2012,7754.68799218819,71.692
El Salvador2013,7892.43695519397,71.935
El Salvador2014,7990.45957385618,72.175
El Salvador2015,8143.22444194766,72.412
El Salvador2016,8309.44179938698,72.644
El Salvador2017,8454.05555134378,72.872
El Salvador2018,8614.01795915499,73.096
El Salvador2019,8796.06206368967,73.317
Equatorial Guinea1990,1039.98504940052,48.775
Equatorial Guinea1991,996.878344481045,49.229
Equatorial Guinea1992,1299.92547644393,49.708
Equatorial Guinea1993,1395.40346844647,50.2
Equatorial Guinea1994,1572.06232603683,50.694
Equatorial Guinea1995,1781.26487792261,51.184
Equatorial Guinea1996,2857.50227110432,51.659
Equatorial Guinea1997,6868.49317242093,52.112
Equatorial Guinea1998,8165.99403233497,52.538
Equatorial Guinea1999,9851.27558393835,52.93
Equatorial Guinea2000,11176.5189594963,53.279
Equatorial Guinea2001,17523.5451572879,53.581
Equatorial Guinea2002,20084.3430084807,53.84
Equatorial Guinea2003,21944.5056628252,54.064
Equatorial Guinea2004,29004.1867208956,54.263
Equatorial Guinea2005,32390.2074360136,54.449
Equatorial Guinea2006,33330.8905720164,54.638
Equatorial Guinea2007,36685.3433527448,54.842
Equatorial Guinea2008,41249.4865794728,55.07
Equatorial Guinea2009,39914.175308629,55.329
Equatorial Guinea2010,34732.2191497036,55.622
Equatorial Guinea2011,35377.736491918,55.945
Equatorial Guinea2012,36671.3574358438,56.288
Equatorial Guinea2013,33678.7378356066,56.642
Equatorial Guinea2014,32436.5535005511,57.001
Equatorial Guinea2015,28313.4331590396,57.359
Equatorial Guinea2016,24827.0321162643,57.713
Equatorial Guinea2017,22550.958161123,58.061
Equatorial Guinea2018,20386.0138677131,58.402
Equatorial Guinea2019,18502.563964039,58.735
Estonia1995,12738.0397427532,68.66
Estonia1996,13565.4574200204,68.883
Estonia1997,15511.2441834932,69.198
Estonia1998,16339.1230488127,69.569
Estonia1999,16225.3530254419,69.979
Estonia2000,17778.9655754809,70.409
Estonia2001,18962.4768450013,70.845
Estonia2002,20381.0715821163,71.285
Estonia2003,22061.2718205367,71.728
Estonia2004,23695.4929298202,72.169
Estonia2005,26093.1591109829,72.62
Estonia2006,28798.4026229086,73.094
Estonia2007,31121.1197640419,73.603
Estonia2008,29616.6905059021,74.148
Estonia2009,25390.753967296,74.723
Estonia2010,26133.3818108942,75.311
Estonia2011,28159.5802675351,75.893
Estonia2012,29139.5270164549,76.446
Estonia2013,29637.087377055,76.953
Estonia2014,30602.5954941753,77.401
Estonia2015,31146.7545222679,77.783
Estonia2016,32130.3008763844,78.097
Estonia2017,33856.1811147559,78.354
Estonia2018,35208.0239637019,78.567
Estonia2019,36830.0747898819,78.745
Eswatini1990,5097.82360932787,61.95
Eswatini1991,5047.36651371795,61.7
Eswatini1992,5079.63061991115,61.112
Eswatini1993,5115.21614417379,60.192
Eswatini1994,5123.07858859238,58.958
Eswatini1995,5258.97018394231,57.422
Eswatini1996,5353.18906366169,55.606
Eswatini1997,5416.68398138039,53.595
Eswatini1998,5464.12095243515,51.498
Eswatini1999,5545.10273882181,49.424
Eswatini2000,5579.13655947274,47.49
Eswatini2001,5592.50603727853,45.799
Eswatini2002,5806.26693421796,44.41
Eswatini2003,6009.49542662657,43.372
Eswatini2004,6206.09179811397,42.731
Eswatini2005,6551.01015339516,42.518
Eswatini2006,6906.56444179071,42.733
Eswatini2007,7167.54313180945,43.308
Eswatini2008,7176.21346924816,44.17
Eswatini2009,7236.73469902611,45.275
Eswatini2010,7459.22797562412,46.601
Eswatini2011,7575.71558669499,48.141
Eswatini2012,7930.46867816153,49.862
Eswatini2013,8179.48576594296,51.699
Eswatini2014,8192.52795301406,53.569
Eswatini2015,8304.65845837116,55.359
Eswatini2016,8321.03191383719,56.962
Eswatini2017,8408.04312159643,58.319
Eswatini2018,8520.59238619335,59.401
Eswatini2019,8621.8040669514,60.194
Ethiopia1990,767.013565341255,47.099
Ethiopia1991,687.543151327826,47.504
Ethiopia1992,605.770667570124,47.911
Ethiopia1993,661.312446366602,48.344
Ethiopia1994,659.091401254104,48.81
Ethiopia1995,676.58665877163,49.303
Ethiopia1996,736.947794249504,49.81
Ethiopia1997,737.329554291231,50.32
Ethiopia1998,691.216374522031,50.835
Ethiopia1999,706.164340219382,51.366
Ethiopia2000,727.766684744805,51.941
Ethiopia2001,765.809379888096,52.595
Ethiopia2002,755.43468922963,53.349
Ethiopia2003,718.333023905387,54.211
Ethiopia2004,793.093753452204,55.174
Ethiopia2005,862.35534188426,56.223
Ethiopia2006,929.694443425612,57.334
Ethiopia2007,1008.13532290967,58.467
Ethiopia2008,1086.69947540926,59.581
Ethiopia2009,1150.20604388024,60.645
Ethiopia2010,1259.02258051063,61.627
Ethiopia2011,1360.93852243609,62.505
Ethiopia2012,1437.37660668157,63.281
Ethiopia2013,1545.17795600731,63.961
Ethiopia2014,1656.63448899243,64.547
Ethiopia2015,1779.0841114169,65.048
Ethiopia2016,1894.89736397042,65.482
Ethiopia2017,2021.56290796009,65.872
Ethiopia2018,2103.51585836696,66.24
Ethiopia2019,2221.40466452958,66.597
Fiji1990,8451.44285045352,65.379
Fiji1991,8146.95848482677,65.336
Fiji1992,8538.58955468396,65.278
Fiji1993,8599.27260302416,65.218
Fiji1994,8912.17340449894,65.17
Fiji1995,9019.28071022344,65.15
Fiji1996,9344.22253139498,65.175
Fiji1997,9042.42559360515,65.246
Fiji1998,9075.12567622417,65.36
Fiji1999,9798.3765495101,65.512
Fiji2000,9575.8788393934,65.687
Fiji2001,9732.45128381993,65.863
Fiji2002,10027.454883989,66.022
Fiji2003,10117.5405545229,66.152
Fiji2004,10630.5051403156,66.247
Fiji2005,10656.1632257559,66.313
Fiji2006,10771.4574550054,66.362
Fiji2007,10573.6168923303,66.413
Fiji2008,10566.926052996,66.477
Fiji2009,10319.3892541372,66.559
Fiji2010,10547.9303978854,66.655
Fiji2011,10787.6605625282,66.759
Fiji2012,10919.4971705367,66.859
Fiji2013,11429.3552174668,66.95
Fiji2014,12057.9871263878,67.03
Fiji2015,12569.1431129142,67.103
Fiji2016,12820.7246047956,67.175
Fiji2017,13429.3006222384,67.252
Fiji2018,13846.1588353285,67.341
Fiji2019,13684.3608160228,67.444
Finland1990,32939.3832880618,75.254
Finland1991,30831.6088058571,75.469
Finland1992,29648.7439434243,75.705
Finland1993,29310.3070704183,75.954
Finland1994,30340.8238404135,76.21
Finland1995,31499.80577579,76.472
Finland1996,32548.0151553704,76.735
Finland1997,34506.7718790729,76.999
Finland1998,36293.3915600144,77.262
Finland1999,37795.0577604714,77.523
Finland2000,39894.1944569685,77.779
Finland2001,40842.3417724243,78.028
Finland2002,41439.019233448,78.272
Finland2003,42168.6934671901,78.51
Finland2004,43724.9661225981,78.745
Finland2005,44786.9096643071,78.977
Finland2006,46412.2003478176,79.208
Finland2007,48664.265707071,79.44
Finland2008,48817.989492787,79.672
Finland2009,44662.100140396,79.906
Finland2010,45874.6613021399,80.137
Finland2011,46825.8248388831,80.365
Finland2012,45952.246383366,80.586
Finland2013,45328.5753218041,80.799
Finland2014,44976.7764487708,81.002
Finland2015,45072.5902146238,81.196
Finland2016,46206.7878130494,81.382
Finland2017,47570.133583848,81.561
Finland2018,48130.2923921114,81.736
Finland2019,48689.2341509211,81.908
France1990,33732.0142120651,76.757
France1991,33897.2314368104,76.997
France1992,34268.5421707858,77.229
France1993,33905.8822631981,77.457
France1994,34576.5438089748,77.681
France1995,35177.6589424847,77.902
France1996,35548.6285199543,78.12
France1997,36250.6889604497,78.338
France1998,37413.4393609485,78.557
France1999,38494.9468158477,78.779
France2000,39732.2824515749,79.008
France2001,40226.6270677305,79.246
France2002,40388.6256508389,79.496
France2003,40433.4900386568,79.755
France2004,41272.6323754944,80.021
France2005,41643.9888864457,80.291
France2006,42367.5698646841,80.558
France2007,43127.2128556843,80.819
France2008,42996.2097818165,81.067
France2009,41546.4905796298,81.299
France2010,42147.6716766942,81.508
France2011,42864.0189689606,81.692
France2012,42790.6328838388,81.852
France2013,42816.2714819044,81.992
France2014,43021.3946358903,82.114
France2015,43345.7864281559,82.224
France2016,43705.1475593257,82.328
France2017,44577.0645745394,82.432
France2018,45251.9054105957,82.541
France2019,45834.1669122703,82.659
Gabon1990,18179.1700017022,60.965
Gabon1991,18770.6037317334,60.944
Gabon1992,17704.5264650538,60.833
Gabon1993,17917.2191929917,60.659
Gabon1994,18099.3957168527,60.439
Gabon1995,18514.5679788508,60.175
Gabon1996,18703.1666511865,59.854
Gabon1997,19284.5301762362,59.479
Gabon1998,19465.2452778791,59.066
Gabon1999,17297.8060053767,58.646
Gabon2000,16567.2456051163,58.264
Gabon2001,16522.1973634649,57.968
Gabon2002,16093.405140168,57.791
Gabon2003,16060.6875826795,57.759
Gabon2004,15767.1793679395,57.885
Gabon2005,15761.1484780064,58.181
Gabon2006,14894.693568942,58.641
Gabon2007,15334.7235424854,59.229
Gabon2008,14378.492978127,59.904
Gabon2009,13934.8565686915,60.637
Gabon2010,14415.4459113912,61.4
Gabon2011,14883.4942581406,62.168
Gabon2012,15082.6565608753,62.924
Gabon2013,15342.1813095484,63.648
Gabon2014,15437.2650293528,64.318
Gabon2015,15510.0389513624,64.913
Gabon2016,15359.7403963666,65.418
Gabon2017,15006.8440374987,65.839
Gabon2018,14744.4343267491,66.187
Gabon2019,14950.0770784889,66.467
Gambia1990,2265.23347829401,52.221
Gambia1991,2248.3805604021,52.528
Gambia1992,2245.61080554391,52.834
Gambia1993,2240.4535190241,53.157
Gambia1994,2175.50441957614,53.508
Gambia1995,2127.87472740805,53.889
Gambia1996,2108.82849215863,54.296
Gambia1997,2145.03090452489,54.715
Gambia1998,2152.68199779871,55.133
Gambia1999,2220.51964208374,55.547
Gambia2000,2270.48649520816,55.956
Gambia2001,2327.35435866192,56.359
Gambia2002,2180.85250445442,56.761
Gambia2003,2257.27783498198,57.159
Gambia2004,2341.17318281022,57.553
Gambia2005,2216.18606202049,57.939
Gambia2006,2137.81852872171,58.313
Gambia2007,2137.85713262186,58.671
Gambia2008,2205.11439160073,59.012
Gambia2009,2283.18617983918,59.334
Gambia2010,2346.72047883159,59.637
Gambia2011,2091.82876600813,59.917
Gambia2012,2135.74423789688,60.178
Gambia2013,2131.43602743993,60.426
Gambia2014,2038.8025175488,60.667
Gambia2015,2058.65814621739,60.91
Gambia2016,2036.87715930988,61.166
Gambia2017,2072.64683284207,61.44
Gambia2018,2158.07755816639,61.735
Gambia2019,2222.87959013357,62.05
Georgia1990,11135.4628892873,70.386
Georgia1991,8724.29049929185,70.29
Georgia1992,4769.99652400785,70.156
Georgia1993,3346.56802542595,70.003
Georgia1994,3045.04248414422,69.849
Georgia1995,3243.84621344181,69.718
Georgia1996,3740.48545328952,69.635
Georgia1997,4268.69527327204,69.613
Georgia1998,4511.48880328071,69.654
Georgia1999,4737.405515582,69.756
Georgia2000,4919.23187995616,69.902
Georgia2001,5236.22280631371,70.065
Georgia2002,5572.62200637586,70.22
Georgia2003,6230.82190884126,70.349
Georgia2004,6632.81426469502,70.451
Georgia2005,7315.19848048057,70.538
Georgia2006,8049.90605481459,70.635
Georgia2007,9109.89774086377,70.765
Georgia2008,9358.61458957779,70.946
Georgia2009,9097.42124780979,71.18
Georgia2010,9736.73209374292,71.46
Georgia2011,10541.4719031056,71.773
Georgia2012,11295.7540913053,72.097
Georgia2013,11740.0891163337,72.412
Georgia2014,12254.6456549529,72.707
Georgia2015,12605.1400698178,72.973
Georgia2016,12963.7439586374,73.207
Georgia2017,13589.7073915159,73.414
Georgia2018,14253.4089858441,73.6
Georgia2019,14989.2581602038,73.767
Germany1990,36645.4103412106,75.488
Germany1991,38237.7340607357,75.692
Germany1992,38677.8680960784,75.904
Germany1993,38049.0880729596,76.128
Germany1994,38824.2827705785,76.368
Germany1995,39308.0884160853,76.623
Germany1996,39510.3038787611,76.891
Germany1997,40159.5902438183,77.166
Germany1998,40962.1737598441,77.441
Germany1999,41708.2702746412,77.714
Germany2000,42864.9328892862,77.982
Germany2001,43512.43267398,78.245
Germany2002,43353.3388942422,78.502
Germany2003,43025.9877312919,78.752
Germany2004,43541.0326202312,78.993
Germany2005,43884.5352789987,79.222
Germany2006,45610.7818923168,79.435
Germany2007,47031.2137894261,79.631
Germany2008,47573.0273603862,79.81
Germany2009,44978.1198711897,79.974
Germany2010,46929.9934093156,80.124
Germany2011,49684.6130740715,80.261
Germany2012,49798.9676727479,80.391
Germany2013,49880.5735214304,80.517
Germany2014,50770.6134878236,80.642
Germany2015,51083.9216615196,80.77
Germany2016,51803.2354226767,80.902
Germany2017,52952.8750212389,81.039
Germany2018,53463.4014817389,81.18
Germany2019,53639.26072156,81.326
Ghana1990,2342.36631894183,56.776
Ghana1991,2395.69292690656,57.182
Ghana1992,2417.72740192246,57.462
Ghana1993,2463.62638937279,57.605
Ghana1994,2475.02128040297,57.62
Ghana1995,2508.29074516357,57.528
Ghana1996,2556.35502864167,57.366
Ghana1997,2597.224229255,57.187
Ghana1998,2652.91330447314,57.045
Ghana1999,2702.62334776541,56.972
Ghana2000,2734.80676341488,57.002
Ghana2001,2775.37498857643,57.158
Ghana2002,2830.15420948139,57.425
Ghana2003,2905.01641475462,57.785
Ghana2004,2992.41646351466,58.225
Ghana2005,3090.18743847289,58.719
Ghana2006,3205.03311283034,59.234
Ghana2007,3259.16990307303,59.741
Ghana2008,3466.81399090962,60.216
Ghana2009,3543.46757579225,60.645
Ghana2010,3729.47590321705,61.03
Ghana2011,4151.48142162162,61.381
Ghana2012,4431.0237345026,61.72
Ghana2013,4645.8184097683,62.064
Ghana2014,4670.24489811829,62.416
Ghana2015,4662.30319092518,62.772
Ghana2016,4712.51435451414,63.124
Ghana2017,4983.68885597284,63.463
Ghana2018,5177.88398862782,63.78
Ghana2019,5396.86608780051,64.074
Greece1990,24306.5523995951,76.552
Greece1991,24761.0447631909,76.87
Greece1992,24744.6283338647,77.158
Greece1993,24205.9004860895,77.405
Greece1994,24566.7037885767,77.609
Greece1995,24965.6240705897,77.777
Greece1996,25567.256463237,77.923
Greece1997,26582.2975174295,78.067
Greece1998,27465.015740047,78.223
Greece1999,28200.5561608836,78.396
Greece2000,29186.324547399,78.587
Greece2001,30234.5959617275,78.789
Greece2002,31305.6936704984,78.992
Greece2003,33040.7682982488,79.189
Greece2004,34627.1806747136,79.378
Greece2005,34732.6440722251,79.563
Greece2006,36585.8395603871,79.746
Greece2007,37687.4333370451,79.934
Greece2008,37461.5387708945,80.13
Greece2009,35756.2455188034,80.333
Greece2010,33753.6177475922,80.542
Greece2011,30372.7605650238,80.754
Greece2012,28374.676952114,80.963
Greece2013,27797.5447288899,81.166
Greece2014,28178.6902062824,81.361
Greece2015,28248.1259561464,81.548
Greece2016,28226.9072784414,81.727
Greece2017,28645.0436174422,81.901
Greece2018,29150.6944922443,82.072
Greece2019,29723.2219580446,82.239
Grenada1990,8813.92383702039,69.598
Grenada1991,8923.63130031847,69.937
Grenada1992,8784.02556431912,70.295
Grenada1993,8517.89510938453,70.659
Grenada1994,8565.27944046766,71.015
Grenada1995,8665.59406777069,71.356
Grenada1996,8985.94796725548,71.673
Grenada1997,9384.23619809227,71.964
Grenada1998,10440.339240275,72.226
Grenada1999,11116.314364945,72.455
Grenada2000,11613.4153892276,72.648
Grenada2001,11333.7361432869,72.805
Grenada2002,11678.7440082908,72.929
Grenada2003,12738.9057095146,73.023
Grenada2004,12614.8241638688,73.088
Grenada2005,14246.9927237107,73.123
Grenada2006,13641.282973397,73.125
Grenada2007,14442.8802800479,73.096
Grenada2008,14541.8514410654,73.038
Grenada2009,13537.7949164169,72.96
Grenada2010,13412.7933652353,72.867
Grenada2011,13444.648144173,72.768
Grenada2012,13206.9742382866,72.669
Grenada2013,13427.5519644025,72.579
Grenada2014,14317.3257305619,72.503
Grenada2015,15142.06257045,72.445
Grenada2016,15613.6901268414,72.408
Grenada2017,16217.4998498411,72.388
Grenada2018,16801.9552384337,72.384
Grenada2019,17050.2930413479,72.397
Guatemala1990,5561.07068424542,62.261
Guatemala1991,5611.54226348488,62.799
Guatemala1992,5730.64595205297,63.352
Guatemala1993,5805.70952823587,63.921
Guatemala1994,5891.32743893295,64.502
Guatemala1995,6033.04269504362,65.09
Guatemala1996,6064.02081801253,65.678
Guatemala1997,6181.1723431383,66.257
Guatemala1998,6338.33807458394,66.817
Guatemala1999,6428.04797615096,67.351
Guatemala2000,6499.88328602091,67.849
Guatemala2001,6493.60646967771,68.304
Guatemala2002,6589.73707436894,68.717
Guatemala2003,6612.66987730145,69.092
Guatemala2004,6676.70453318824,69.437
Guatemala2005,6753.68253599957,69.762
Guatemala2006,6972.38159210706,70.082
Guatemala2007,7269.2062604465,70.409
Guatemala2008,7365.2804361703,70.75
Guatemala2009,7262.50010896451,71.108
Guatemala2010,7335.98897429945,71.481
Guatemala2011,7503.67465594417,71.861
Guatemala2012,7590.75546737921,72.236
Guatemala2013,7734.11770732066,72.596
Guatemala2014,7939.37437823934,72.935
Guatemala2015,8125.65553391647,73.25
Guatemala2016,8206.04798668298,73.541
Guatemala2017,8322.21680991504,73.81
Guatemala2018,8462.17210684372,74.063
Guatemala2019,8653.30819508205,74.302
Guinea1990,1507.64061146232,49.987
Guinea1991,1503.80122322625,50.593
Guinea1992,1511.11381652078,51.066
Guinea1993,1545.64868362854,51.413
Guinea1994,1565.26670322826,51.64
Guinea1995,1594.9292210523,51.744
Guinea1996,1622.74920734155,51.727
Guinea1997,1662.66198424834,51.616
Guinea1998,1679.69184186429,51.456
Guinea1999,1701.72975154262,51.295
Guinea2000,1704.9563781541,51.203
Guinea2001,1730.30211727688,51.255
